x,y,OBJECTID,WELLPOLL_ID,WE_SITE_ID,WE_TYPE_HP,WE_ID_CODE,WE_ID_YEAR,WE_UPD_DATE,WE_SYSTYPE,LOCID,SITE_ID,PERMIT_NUMBER,DEPTH,STATUS,WELL_TYPE,YIELD,LOCCONWELLDRILLER
-77.70610823,39.18710922,2,,WWDH-2005-0838,W,WWDH,2005,1970/01/01 00:00:00+00,Unknown,22970,WWDH-2005-0838,T50194650002,500,Abandoned,Dry Hole,,
-77.53742962,38.96726522,3,2360,WWIN-1957-0118,W,WWIN,1957,1899/12/31 00:00:00+00,Unknown,24407,WWIN-1957-0118,T10110440003,,Abandoned,Individual Water Well,,
-77.79272529,39.00394512,4,4555,WWIN-1961-0124,W,WWIN,1961,1899/12/31 00:00:00+00,Unknown,24891,WWIN-1961-0124,,,Active,Individual Water Well,,
-77.58966109,38.9917095,5,3886,WWIN-1975-0152,W,WWIN,1975,1899/12/31 00:00:00+00,Unknown,27191,WWIN-1975-0152,,,Active,Individual Water Well,,
-77.83884801,39.02676855,6,6355,WWIN-1980-0271,W,WWIN,1980,1899/12/31 00:00:00+00,Unknown,28510,WWIN-1980-0271,,,Active,Individual Water Well,,
-77.47198416,38.91688283,7,528,WWIN-1985-0381,W,WWIN,1985,1899/12/31 00:00:00+00,Unknown,29763,WWIN-1985-0381,,208,Active,Individual Water Well,,
-77.68945558,39.0597119,8,9665,WWIN-1988-0577,W,WWIN,1988,1899/12/31 00:00:00+00,Unknown,31096,WWIN-1988-0577,,450,Active,Individual Water Well,,
-77.70342769,39.00658697,9,4907,WWIN-1992-0272,W,WWIN,1992,1899/12/31 00:00:00+00,Unknown,32428,WWIN-1992-0272,,650,Active,Individual Water Well,,
-77.76480491,39.17212375,10,22999,WWIN-1998-0075,W,WWIN,1998,1899/12/31 00:00:00+00,Unknown,33996,WWIN-1998-0075,417FCW98,500,Active,Individual Water Well,5.5,
-77.69004505,39.12385923,11,16683,WWIN-1999-0309,W,WWIN,1999,1899/12/31 00:00:00+00,Unknown,34549,WWIN-1999-0309,1034FW98,600,Active,Individual Water Well,1.5,
-77.59239212,39.13971217,12,19148,WWIN-2000-0799,W,WWIN,2000,1899/12/31 00:00:00+00,Unknown,35291,WWIN-2000-0799,219FW00,325,Active,Individual Water Well,8,
-77.61383181,38.9575797,13,1986,WWIN-2003-0437,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36676,WWIN-2003-0437,T30149050002,300,Active,Individual Water Well,30,
-77.66785857,39.15901621,14,21871,WWIN-2006-0135,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37894,WWIN-2006-0135,T50158160001,300,Active,Individual Water Well,10,
-77.69536381,39.14865154,15,20306,WWTS-2002-0448,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40773,WWTS-2002-0448,T20071930001,565,Active,Test Well,50,Singhas & Michael Corp
-77.68438713,39.12156076,16,16389,WWTS-2000-0454,W,WWTS,2000,1899/12/31 00:00:00+00,Unknown,40251,WWTS-2000-0454,1308FTW00,300,Active,Test Well,25,Singhas & Michael Corp
-77.52575238,39.21300762,17,26769,WWTS-2006-0290,W,WWTS,2006,1899/12/31 00:00:00+00,Unknown,41414,WWTS-2006-0290,T60084920009,300,Active,Test Well,20,Phillips & Son
-77.7797135,39.13627285,18,,WWIN-2010-0047,W,WWIN,2010,1970/01/01 00:00:00+00,Unknown,42459,WWIN-2010-0047,T00107050001,800,Active,Individual Water Well,3,Northern Virginia  Drilling
-77.70740159,39.12497069,19,,WWTS-2013-0156,W,WWTS,2013,1970/01/01 00:00:00+00,Unknown,43347,WWTS-2013-0156,T30434810005,480,Active,Test Well,16,Singhas & Michael Corp
-77.60544747,39.04797697,20,,WWHP-2015-0173,W,WWHP,2015,1970/01/01 00:00:00+00,Unknown,43941,WWHP-2015-0173,T50451210001,320,Abandoned,Heat Pump Well,,Allied Well Drilling
-77.62522621,39.13562445,21,,WWIN-1999-0709,W,WWIN,1999,1970/01/01 00:00:00+00,Active,44569,WWIN-1999-0709,122 FW 1999,420,Active,Individual Water Well,6,Northern Virginia  Drilling
-77.78410817,39.00440333,22,,WWIN-1111-0586,W,WWIN,1111,1970/01/01 00:00:00+00,Active,45187,WWIN-1111-0586,,,Active,Individual Water Well,,
-77.69251118,39.25267382,23,30203,WWSP-1963-0005,W,WWSP,1963,1899/12/31 00:00:00+00,Unknown,39145,WWSP-1963-0005,,,Active,Spring,,
-77.6112814,39.05615095,24,9167,WWIN-2003-0438,W,WWIN,2003,1899/12/31 00:00:00+00,Abandoned,36677,WWIN-2003-0438,T20250960001,320,Abandoned,Individual Water Well,18,
-77.61179118,39.05607434,25,9151,WWIN-2003-0439,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36678,WWIN-2003-0439,T30216220001,260,Active,Individual Water Well,15,
-77.58599919,39.20682962,26,26151,WWIN-2003-0440,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36679,WWIN-2003-0440,T30123390001,500,Active,Individual Water Well,20,
-77.74964762,39.22313219,27,27644,WWIN-2003-0441,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36680,WWIN-2003-0441,T30155900001,500,Active,Individual Water Well,15,
-77.7405927,39.10951834,28,14836,WWIN-2003-0449,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36681,WWIN-2003-0449,T30094870001,300,Active,Individual Water Well,10,
-77.61779462,39.25560832,29,30559,WWIN-2003-0450,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36682,WWIN-2003-0450,T30135680001,360,Active,Individual Water Well,54,
-77.67617011,39.27794569,30,32270,WWIN-2003-0451,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36683,WWIN-2003-0451,T30140960001,540,Active,Individual Water Well,5,
-77.86325848,39.05363327,31,8594,WWIN-2003-0454,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36684,WWIN-2003-0454,T30161590001,500,Active,Individual Water Well,10,
-77.60676563,39.05582221,32,9085,WWIN-2003-0455,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36685,WWIN-2003-0455,T20251340001,260,Active,Individual Water Well,30,
-77.63601607,39.2472741,33,29749,WWIN-2003-0458,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36686,WWIN-2003-0458,T30104790001,200,Active,Individual Water Well,20,
-77.65354048,39.15541493,34,21454,WWIN-2003-0460,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36687,WWIN-2003-0460,T30229550002,600,Active,Individual Water Well,0.12,
-77.61215019,39.05612196,35,9160,WWIN-2003-0462,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36688,WWIN-2003-0462,T20250950001,260,Active,Individual Water Well,30,
-77.73701579,39.03090717,36,6605,WWIN-2003-0463,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36689,WWIN-2003-0463,T30168280002,820,Active,Individual Water Well,5,
-77.58690441,39.20413391,37,25949,WWIN-2003-0464,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36690,WWIN-2003-0464,T30154530001,500,Active,Individual Water Well,15,
-77.60822273,39.05598847,38,9138,WWIN-2003-0465,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36691,WWIN-2003-0465,t30209500001,260,Active,Individual Water Well,30,
-77.60858353,39.05781585,39,9461,WWIN-2003-0466,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36692,WWIN-2003-0466,T20251650001,260,Active,Individual Water Well,75,
-77.67922168,38.96041408,40,2063,WWIN-2003-0468,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36693,WWIN-2003-0468,T30230240001,300,Active,Individual Water Well,25,
-77.76187485,38.97551362,41,2856,WWIN-2003-0469,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36694,WWIN-2003-0469,T30233730001,500,Active,Individual Water Well,10,
-77.6936991,38.96840715,42,2358,WWIN-2003-0470,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36695,WWIN-2003-0470,T301323900021,320,Active,Individual Water Well,12,
-77.48934619,39.21349279,43,26813,WWIN-2003-0471,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36696,WWIN-2003-0471,T30237500002,300,Active,Individual Water Well,20,
-77.43107749,39.05755265,44,9649,WWIN-2003-0472,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36697,WWIN-2003-0472,T30094560001,225,Active,Individual Water Well,60,
-77.4304181,39.05741003,45,9631,WWIN-2003-0473,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36698,WWIN-2003-0473,T30094510001,300,Active,Individual Water Well,20,
-77.71863447,39.31507883,46,33956,WWIN-2003-0474,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36699,WWIN-2003-0474,T30144000001,400,Active,Individual Water Well,5,
-77.61437217,39.2511187,47,30108,WWIN-2003-0476,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36700,WWIN-2003-0476,T30201330001,800,Active,Individual Water Well,2,
-77.69595409,39.08947252,48,12948,WWIN-2003-0477,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36701,WWIN-2003-0477,T30159540001,200,Active,Individual Water Well,20,
-77.75820018,39.22434352,49,27753,WWIN-2003-0479,W,WWIN,2003,1899/12/31 00:00:00+00,Unknown,36702,WWIN-2003-0479,T30236540001,300,Active,Individual Water Well,12,
-77.52525704,39.07468541,50,,WWIN-2003-0481,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36703,WWIN-2003-0481,T30088440001,560,Active,Individual Water Well,80,Singhas & Michael Corp
-77.52473464,39.07341985,51,,WWIN-2003-0482,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36704,WWIN-2003-0482,T30088420001,500,Active,Individual Water Well,80,Singhas & Michael Corp
-77.58512936,39.20586289,52,,WWIN-2003-0484,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36705,WWIN-2003-0484,T30154540001,500,Active,Individual Water Well,6,
-77.58971491,39.00851473,53,,WWIN-2003-0485,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36706,WWIN-2003-0485,T30093000001,140,Active,Individual Water Well,20,
-77.61086168,39.05599329,54,,WWIN-2003-0487,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36707,WWIN-2003-0487,T20250980001,260,Active,Individual Water Well,25,
-77.62681466,39.19625001,55,,WWIN-2003-0488,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36708,WWIN-2003-0488,T30185770001,775,Active,Individual Water Well,5,
-77.65369956,39.16674003,56,,WWIN-2003-0489,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36709,WWIN-2003-0489,T30083910002,525,Active,Individual Water Well,10,
-77.66796139,39.22577065,57,,WWIN-2003-0490,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36710,WWIN-2003-0490,T30071110001,400,Active,Individual Water Well,2.5,
-77.75921036,39.22481961,58,,WWIN-2003-0491,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36711,WWIN-2003-0491,T30236530001,300,Active,Individual Water Well,20,
-77.75966892,39.22460785,59,,WWIN-2003-0492,W,WWIN,2003,1970/01/01 00:00:00+00,Unknown,36712,WWIN-2003-0492,t30236580001,250,Active,Individual Water Well,8,
-77.5852611,39.13430647,60,18224,WWIN-2004-0001,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36713,WWIN-2004-0001,T30227150001,360,Active,Individual Water Well,15,
-77.58401398,39.13174581,61,17858,WWIN-2004-0002,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36714,WWIN-2004-0002,T30227090001,580,Active,Individual Water Well,9,
-77.74883583,39.21903634,62,27180,WWIN-2004-0003,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36715,WWIN-2004-0003,T30244240001,280,Active,Individual Water Well,15,
-77.61515592,38.9568594,63,1953,WWIN-2004-0004,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36716,WWIN-2004-0004,T30148730002,225,Active,Individual Water Well,60,
-77.61419175,38.95273395,64,1755,WWIN-2004-0005,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36717,WWIN-2004-0005,T30148820002,175,Active,Individual Water Well,60,
-77.61467336,38.9537361,65,1802,WWIN-2004-0006,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36718,WWIN-2004-0006,T30237090002,150,Active,Individual Water Well,100,
-77.61873688,38.9522532,66,1727,WWIN-2004-0007,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36719,WWIN-2004-0007,T30253410002,200,Active,Individual Water Well,40,
-77.71716796,39.11088888,67,15038,WWIN-2004-0008,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36720,WWIN-2004-0008,T30223650001,340,Active,Individual Water Well,25,
-77.70451599,39.11322465,68,15339,WWIN-2004-0009,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36721,WWIN-2004-0009,T30130630001,700,Active,Individual Water Well,6,
-77.59306055,39.19174641,69,24867,WWIN-2004-0010,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36722,WWIN-2004-0010,T30201740001,660,Active,Individual Water Well,3,
-77.61461198,38.95628518,70,1924,WWIN-2004-0011,W,WWIN,2004,1899/12/31 00:00:00+00,Unknown,36723,WWIN-2004-0011,T30148780002,250,Active,Individual Water Well,20,
-77.7748358,39.07923175,71,11793,WWIN-2006-0146,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37895,WWIN-2006-0146,T60075820004,300,Active,Individual Water Well,20,
-77.77388803,39.07913348,72,11786,WWIN-2006-0147,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37896,WWIN-2006-0147,T60075820003,425,Active,Individual Water Well,10,
-77.77458667,39.07845991,73,11716,WWIN-2006-0148,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37897,WWIN-2006-0148,T6007582002,400,Active,Individual Water Well,10,
-77.77579278,39.07842111,74,11711,WWIN-2006-0149,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37898,WWIN-2006-0149,T60075820001,500,Active,Individual Water Well,20,
-77.77010183,39.07826273,75,11701,WWIN-2006-0150,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37899,WWIN-2006-0150,T60075700005,500,Active,Individual Water Well,5,
-77.7727023,39.07911075,76,11785,WWIN-2006-0151,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37900,WWIN-2006-0151,T60075700004,525,Active,Individual Water Well,1,
-77.77213993,39.07804425,77,11675,WWIN-2006-0152,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37901,WWIN-2006-0152,T60075700003,300,Active,Individual Water Well,20,
-77.77405045,39.07676192,78,11541,WWIN-2006-0153,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37902,WWIN-2006-0153,T70075700002,300,Active,Individual Water Well,15,
-77.77436824,39.07660981,79,11525,WWIN-2006-0154,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37903,WWIN-2006-0154,T60075700001,500,Active,Individual Water Well,8,
-77.64218744,38.98301519,80,3358,WWIN-2006-0155,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37904,WWIN-2006-0155,T60077220001,220,Active,Individual Water Well,8,
-77.64094268,38.98305256,81,3361,WWIN-2006-0156,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37905,WWIN-2006-0156,T60077200004,220,Active,Individual Water Well,8,
-77.63881438,38.98179228,82,3299,WWIN-2006-0157,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37906,WWIN-2006-0157,T60077200002,300,Active,Individual Water Well,40,
-77.63780158,38.98125062,83,3268,WWIN-2006-0158,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37907,WWIN-2006-0158,T60077200001,580,Active,Individual Water Well,3,
-77.91190316,39.0423817,84,7425,WWIN-2006-0159,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37908,WWIN-2006-0159,T50246170010,550,Active,Individual Water Well,6,
-77.91286274,39.04195251,85,7381,WWIN-2006-0160,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37909,WWIN-2006-0160,T50246170009,295,Active,Individual Water Well,10,
-77.9134675,39.04128785,86,7317,WWIN-2006-0161,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37910,WWIN-2006-0161,T50246170008,295,Active,Individual Water Well,12,
-77.60480897,39.28178622,87,32550,WWIN-2006-0163,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37911,WWIN-2006-0163,T50286780005,360,Active,Individual Water Well,30,
-77.60394345,39.28203435,88,32572,WWIN-2006-0164,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37912,WWIN-2006-0164,T50286780004,700,Active,Individual Water Well,7,
-77.75929012,39.18150696,89,23829,WWIN-2006-0167,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37913,WWIN-2006-0167,T50259980003,600,Active,Individual Water Well,1.5,
-77.75847458,39.18312122,90,23947,WWIN-2006-0168,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37914,WWIN-2006-0168,T50259980001,400,Active,Individual Water Well,10,
-77.658204,39.15595951,91,21516,WWIN-2006-0169,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37915,WWIN-2006-0169,T60067940001,700,Active,Individual Water Well,5,
-77.78656811,39.17296053,92,23067,WWIN-2006-0170,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37916,WWIN-2006-0170,T40246130001,600,Active,Individual Water Well,2.5,
-77.78631307,39.1731306,93,23087,WWIN-2006-0172,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37917,WWIN-2006-0172,T40246110001,220,Active,Individual Water Well,10,
-77.66794251,39.26092729,94,31004,WWIN-2006-0173,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37918,WWIN-2006-0173,T50204680001,260,Active,Individual Water Well,20,
-77.6684194,39.26151889,95,31043,WWIN-2006-0174,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37919,WWIN-2006-0174,T50204650001,380,Active,Individual Water Well,10,
-77.66185534,39.14188556,96,19406,WWIN-2006-0213,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37920,WWIN-2006-0213,T60069800001,850,Active,Individual Water Well,0.5,
-77.78287936,39.07939394,97,11808,WWIN-2006-0214,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37921,WWIN-2006-0214,T60071880001,400,Active,Individual Water Well,20,
-77.78357306,39.07768733,98,11635,WWIN-2006-0215,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37922,WWIN-2006-0215,T60071880002,375,Active,Individual Water Well,75,
-77.78339643,39.07723778,99,11587,WWIN-2006-0216,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37923,WWIN-2006-0216,T60071860001,350,Active,Individual Water Well,40,
-77.781729,39.07563721,100,11415,WWIN-2006-0217,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37924,WWIN-2006-0217,T60071850002,700,Active,Individual Water Well,4,
-77.78194646,39.0783875,101,11704,WWIN-2006-0218,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37925,WWIN-2006-0218,T60071880003,725,Active,Individual Water Well,5,
-77.78126918,39.07527314,102,11374,WWIN-2006-0219,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37926,WWIN-2006-0219,T60071850001,850,Active,Individual Water Well,7,
-77.78055331,39.07547224,103,11398,WWIN-2006-0220,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37927,WWIN-2006-0220,T60071820002,400,Active,Individual Water Well,12,
-77.78074053,39.07751642,104,11616,WWIN-2006-0221,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37928,WWIN-2006-0221,T60071820001,400,Active,Individual Water Well,15,
-77.77144595,39.0773984,105,11609,WWIN-2006-0222,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37929,WWIN-2006-0222,T60090840001,500,Active,Individual Water Well,5,
-77.77239644,39.0759161,106,11459,WWIN-2006-0223,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37930,WWIN-2006-0223,T60068420004,250,Active,Individual Water Well,20,
-77.76955671,39.07606332,107,11475,WWIN-2006-0224,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37931,WWIN-2006-0224,T60068420003,300,Active,Individual Water Well,12,
-77.77334739,39.07651374,108,11519,WWIN-2006-0225,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37932,WWIN-2006-0225,T60068420005,300,Active,Individual Water Well,25,
-77.75386824,39.22368632,109,27683,WWIN-2006-0234,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37933,WWIN-2006-0234,T50221270001,300,Active,Individual Water Well,10,
-77.63124909,39.00889348,110,5199,WWIN-2006-0235,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37934,WWIN-2006-0235,T60076660001,400,Active,Individual Water Well,5,
-77.58133177,39.19737386,111,25261,WWIN-2006-0236,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37935,WWIN-2006-0236,T50245640001,500,Active,Individual Water Well,30,
-77.5820023,39.19622737,112,25140,WWIN-2006-0237,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37936,WWIN-2006-0237,T50283780001,700,Active,Individual Water Well,2,
-77.82549695,39.09275227,113,13173,WWIN-2006-0238,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37937,WWIN-2006-0238,T50286850002,420,Active,Individual Water Well,7,
-77.82868734,39.09485898,114,13359,WWIN-2006-0239,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37938,WWIN-2006-0239,T50286870002,460,Active,Individual Water Well,9,
-77.66845162,39.15768263,115,21717,WWIN-2006-0240,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37939,WWIN-2006-0240,T50158090001,700,Active,Individual Water Well,1,
-77.66871907,39.26067639,116,30981,WWIN-2006-0241,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37940,WWIN-2006-0241,T50204690001,220,Active,Individual Water Well,12,
-77.6620297,39.14298839,117,19541,WWIN-2006-0242,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37941,WWIN-2006-0242,T50158580001,400,Active,Individual Water Well,10,
-77.54281935,38.95032333,118,1638,WWIN-2006-0251,W,WWIN,2006,1899/12/31 00:00:00+00,Unknown,37942,WWIN-2006-0251,T60082820001,300,Active,Individual Water Well,8,
-77.69679393,39.15436054,119,21288,WWTS-2002-0449,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40774,WWTS-2002-0449,T20072090001,540,Active,Test Well,40,Singhas & Michael Corp
-77.69527709,39.1553273,120,21408,WWTS-2002-0450,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40775,WWTS-2002-0450,T20072060001,540,Active,Test Well,30,Singhas & Michael Corp
-77.69673452,39.15545937,121,21425,WWTS-2002-0451,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40776,WWTS-2002-0451,T20072080001,260,Active,Test Well,15,Singhas & Michael Corp
-77.69495387,39.15616785,122,21512,WWTS-2002-0452,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40777,WWTS-2002-0452,T20072070001,480,Active,Test Well,7,Singhas & Michael Corp
-77.69724658,39.15316667,123,21145,WWTS-2002-0453,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40778,WWTS-2002-0453,T20072100001,280,Active,Test Well,7,Singhas & Michael Corp
-77.69553699,39.15314282,124,21143,WWTS-2002-0454,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40779,WWTS-2002-0454,T20072050001,320,Active,Test Well,5,Singhas & Michael Corp
-77.71103446,39.15889547,125,21810,WWTS-2002-0470,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40780,WWTS-2002-0470,T20162750001,460,Active,Test Well,35,
-77.71223142,39.15952408,126,21890,WWTS-2002-0471,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40781,WWTS-2002-0471,T20162780001,290,Active,Test Well,100,
-77.71028431,39.15902571,127,21844,WWTS-2002-0472,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40782,WWTS-2002-0472,T20162790001,600,Active,Test Well,16,
-77.70820369,39.15890188,128,21832,WWTS-2002-0473,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40783,WWTS-2002-0473,T20162820001,300,Active,Test Well,7,
-77.55727239,39.15008707,129,20833,WWTS-2002-0504,W,WWTS,2002,1899/12/31 00:00:00+00,Unknown,40784,WWTS-2002-0504,T20080260001,500,Active,Test Well,45,GSI
-77.60586453,38.98357351,130,3392,WWTS-2000-0927,W,WWTS,2000,1899/12/31 00:00:00+00,Unknown,40385,WWTS-2000-0927,866FTW00,225,Active,Test Well,30,Singhas & Michael Corp
-77.60822893,38.98064211,131,3252,WWTS-2000-0928,W,WWTS,2000,1899/12/31 00:00:00+00,Unknown,40386,WWTS-2000-0928,867FTW00,250,Active,Test Well,100,Singhas & Michael Corp
-77.60320898,38.98121656,132,3281,WWTS-2000-0929,W,WWTS,2000,1899/12/31 00:00:00+00,Unknown,40387,WWTS-2000-0929,869FTW00,250,Active,Test Well,15,Singhas & Michael Corp
-77.60669458,38.9776789,133,3083,WWTS-2000-0930,W,WWTS,2000,1899/12/31 00:00:00+00,Unknown,40388,WWTS-2000-0930,868FTW00,300,Active,Test Well,10,Singhas & Michael Corp
-77.61716655,39.09950333,134,13920,WWTS-2000-0932,W,WWTS,2000,1899/12/31 00:00:00+00,Unknown,40389,WWTS-2000-0932,690FTW00,300,Active,Test Well,25,RUNYON
-77.75248771,39.22816138,135,28104,WWTS-2000-0936,W,WWTS,2000,1899/12/31 00:00:00+00,Unknown,40390,WWTS-2000-0936,1391FTW00,500,Abandoned,Test Well,,
-77.77800695,39.13865606,136,18697,WWTS-2001-0031,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40391,WWTS-2001-0031,1729FTW00,300,Active,Test Well,20,HARLEY
-77.72792811,39.16037034,137,21980,WWTS-2001-0032,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40392,WWTS-2001-0032,0079FTW01,420,Active,Test Well,8,Valley Drilling
-77.73153719,39.15994103,138,21924,WWTS-2001-0033,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40393,WWTS-2001-0033,0080FTW01,560,Active,Test Well,1,Valley Drilling
-77.73437423,39.159822,139,21904,WWTS-2001-0034,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40394,WWTS-2001-0034,0081FTW01,600,Active,Test Well,1,Valley Drilling
-77.61518373,39.1461658,140,19964,WWTS-2001-0052,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40395,WWTS-2001-0052,1837FTW00,420,Active,Test Well,15,NORTHERN VIRGINIA
-77.6135527,39.14568492,141,19897,WWTS-2001-0053,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40396,WWTS-2001-0053,1836FTW00,420,Active,Test Well,20,NORTHERN VIRGINIA
-77.61473253,39.14566566,142,19889,WWTS-2001-0054,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40397,WWTS-2001-0054,1838FTW00,420,Active,Test Well,20,NORTHERN VIRGINIA
-77.61597951,39.14897421,143,20490,WWTS-2001-0055,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40398,WWTS-2001-0055,1839FTW00,320,Active,Test Well,20,NORTHERN VIRGINIA
-77.61562252,39.14766872,144,20229,WWTS-2001-0056,W,WWTS,2001,1899/12/31 00:00:00+00,Unknown,40399,WWTS-2001-0056,1840FTW00,380,Active,Test Well,20,NORTHERN VIRGINIA
-77.74867829,39.09648521,145,13528,WWTS-2001-0081,W,WWTS,2001,1899/12/31 00:00:00+00,Abandoned,40400,WWTS-2001-0081,0294FTW01,560,Active,Test Well,12,Singhas & Michael Corp
