x,y,OBJECTID,WELLPOLL_ID,WE_SITE_ID,WE_TYPE_HP,WE_ID_CODE,WE_ID_YEAR,WE_UPD_DATE,WE_SYSTYPE,LOCID,SITE_ID,PERMIT_NUMBER,DEPTH,STATUS,WELL_TYPE,YIELD,LOCCONWELLDRILLER
-77.67817506,39.1828118,294,,WWIN-1989-0885,W,WWIN,1989,1970/01/01 00:00:00+00,Unknown,42600,WWIN-1989-0885,825FW89,645,Active,Individual Water Well,15,Valley Drilling
-77.6223017,38.93307167,295,,WWIN-1999-0668,W,WWIN,1999,1970/01/01 00:00:00+00,Unknown,42601,WWIN-1999-0668,532FW99,300,Active,Individual Water Well,150,Valley Drilling
-77.6536974,39.08518101,296,,WWIN-2000-0953,W,WWIN,2000,1970/01/01 00:00:00+00,Unknown,42602,WWIN-2000-0953,506FCW00,380,Active,Individual Water Well,7,Singhas & Michael Corp
-77.62948227,38.95601102,297,,WWIN-2010-0139,W,WWIN,2010,1970/01/01 00:00:00+00,Unknown,42603,WWIN-2010-0139,T00135710001,160,Active,Individual Water Well,60,Groundwater Systems Inc.
-77.62745009,38.96914737,298,,WWHP-2010-0140,W,WWHP,2010,1970/01/01 00:00:00+00,Unknown,42604,WWHP-2010-0140,T00182850001,300,Abandoned,Heat Pump Well,,Northern Virginia  Drilling
-77.5957971,39.11755495,299,,WWIN-1999-0669,W,WWIN,1999,1970/01/01 00:00:00+00,Unknown,42605,WWIN-1999-0669,1288fw/wab99,,Active,Individual Water Well,,
-77.74319184,39.12171146,300,,WWIN-2006-1023,W,WWIN,2006,1970/01/01 00:00:00+00,Unknown,42606,WWIN-2006-1023,T60096240001,420,Active,Individual Water Well,12,Singhas & Michael Corp
-77.54723867,39.03028087,301,,WWIR-2003-0495,W,WWIR,2003,1970/01/01 00:00:00+00,Unknown,42607,WWIR-2003-0495,T30060180002,460,Active,Irrigation Well,3,Groundwater Systems Inc.
-77.65460871,39.23461168,302,,WWIN-2010-0141,W,WWIN,2010,1970/01/01 00:00:00+00,Unknown,42608,WWIN-2010-0141,T00179700001,200,Active,Individual Water Well,20,Phillips & Son Drilling Inc.
-77.76868825,38.99731563,303,,WWIR-1980-0384,W,WWIR,1980,1970/01/01 00:00:00+00,Unknown,42609,WWIR-1980-0384,513FW80,425,Active,Irrigation Well,4,Valley Drilling
-77.65662162,39.04038891,304,,WWIN-2011-0003,W,WWIN,2011,1970/01/01 00:00:00+00,Unknown,42610,WWIN-2011-0003,T10114120001,900,Active,Individual Water Well,5,Valley Drilling
-77.53058512,39.00580323,305,,WWIN-1981-0319,W,WWIN,1981,1970/01/01 00:00:00+00,Abandoned,42611,WWIN-1981-0319,,,Active,Individual Water Well,,
-77.61902117,39.14711189,306,,WWIN-1998-0468,W,WWIN,1998,1970/01/01 00:00:00+00,Unknown,42612,WWIN-1998-0468,571fw98,300,Active,Individual Water Well,8,Payne Well Drilling
-77.42973597,39.05314709,307,,WWIN-2011-0004,W,WWIN,2011,1970/01/01 00:00:00+00,Unknown,42613,WWIN-2011-0004,T10112390001,320,Active,Individual Water Well,20,Northern Virginia  Drilling
-77.67885824,39.19983958,308,,WWIN-2011-0005,W,WWIN,2011,1970/01/01 00:00:00+00,Unknown,42614,WWIN-2011-0005,t10111080001,620,Active,Individual Water Well,20,Singhas & Michael Corp
-77.60030852,39.13663165,309,,WWIN-2011-0006,W,WWIN,2011,1970/01/01 00:00:00+00,Unknown,42615,WWIN-2011-0006,T10110760001,500,Active,Individual Water Well,5,Valley Drilling
-77.79104487,39.07712093,310,,WWIN-2011-0007,W,WWIN,2011,1970/01/01 00:00:00+00,Unknown,42616,WWIN-2011-0007,T10104620001,720,Active,Individual Water Well,2,Singhas & Michael Corp
-77.61190013,39.188158,311,,WWTS-2011-0008,W,WWTS,2011,1970/01/01 00:00:00+00,Unknown,42617,WWTS-2011-0008,T00193230001,540,Active,Test Well,20,Singhas & Michael Corp
-77.38669565,39.03940218,312,,WWIN-2011-0009,W,WWIN,2011,1970/01/01 00:00:00+00,Unknown,42618,WWIN-2011-0009,T00165260001,220,Active,Individual Water Well,20,Northern Virginia  Drilling
-77.66639487,39.28417302,313,,WWIN-1999-0670,W,WWIN,1999,1970/01/01 00:00:00+00,Unknown,42619,WWIN-1999-0670,656FW99,300,Active,Individual Water Well,8,Singhas & Michael Corp
-77.57086009,38.99137012,314,,WWIN-2007-0263,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,42620,WWIN-2007-0263,T70100120002,280,Active,Individual Water Well,60,Runyon Well Drilling & Pump
-77.58512944,39.06303321,315,,WWTS-2001-0915,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42621,WWTS-2001-0915,747FTW2001,300,Active,Test Well,50,Harley Drilling & Pump Systems
-77.58552433,39.06344678,316,,WWTS-2001-0916,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42622,WWTS-2001-0916,748FTW2001,150,Active,Test Well,50,Harley Drilling & Pump Systems
-77.58325342,39.06232898,317,,WWTS-2001-0917,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42623,WWTS-2001-0917,746FTW2001,300,Active,Test Well,50,Harley Drilling & Pump Systems
-77.5913396,39.0682536,318,,WWTS-2001-0918,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42624,WWTS-2001-0918,749FTW2001,200,Active,Test Well,100,Harley Drilling & Pump Systems
-77.57751559,39.06303128,319,,WWTS-2001-0919,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42625,WWTS-2001-0919,743FTW2001,200,Active,Test Well,100,Harley Drilling & Pump Systems
-77.59038914,39.06763051,320,,WWTS-2001-0920,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42626,WWTS-2001-0920,750FTW2001,300,Active,Test Well,30,Harley Drilling & Pump Systems
-77.58879878,39.06846384,321,,WWTS-2001-0921,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42627,WWTS-2001-0921,751FTW2001,125,Active,Test Well,100,Harley Drilling & Pump Systems
-77.57437796,39.06135644,322,,WWTS-2001-0922,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42628,WWTS-2001-0922,741FTW2001,300,Active,Test Well,30,Harley Drilling & Pump Systems
-77.57461832,39.06068511,323,,WWTS-2001-0923,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42629,WWTS-2001-0923,742FTW2001,300,Active,Test Well,50,Harley Drilling & Pump Systems
-77.57825222,39.06389089,324,,WWTS-2001-0924,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42630,WWTS-2001-0924,744FTW2001,300,Active,Test Well,50,Harley Drilling & Pump Systems
-77.57459123,39.06196566,325,,WWTS-2001-0925,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42631,WWTS-2001-0925,740ftw2001,475,Active,Test Well,5,Harley Drilling & Pump Systems
-77.57999885,39.06319028,326,,WWTS-2001-0926,W,WWTS,2001,1970/01/01 00:00:00+00,Unknown,42632,WWTS-2001-0926,745FTW2001,300,Active,Test Well,15,Harley Drilling & Pump Systems
-77.70362285,39.10758641,327,,WWIN-1977-0364,W,WWIN,1977,1970/01/01 00:00:00+00,Unknown,42633,WWIN-1977-0364,674F76,175,Active,Individual Water Well,8,Harley Drilling & Pump Systems
-77.64937864,39.17636951,328,,WWIN-2013-0189,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43388,WWIN-2013-0189,T30409830001,620,Active,Individual Water Well,3,Singhas & Michael Corp
-77.64784115,39.17742218,329,,WWIN-2013-0190,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43389,WWIN-2013-0190,T30414360001,460,Active,Individual Water Well,8.5,Singhas & Michael Corp
-77.64708203,39.17737236,330,,WWIN-2013-0191,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43390,WWIN-2013-0191,T30414340001,340,Active,Individual Water Well,12,Singhas & Michael Corp
-77.70630371,39.12692558,331,,WWTS-2013-0157,W,WWTS,2013,1970/01/01 00:00:00+00,Unknown,43348,WWTS-2013-0157,T30434810006,220,Active,Test Well,17,Singhas & Michael Corp
-77.70445911,39.12687597,332,,WWTS-2013-0158,W,WWTS,2013,1970/01/01 00:00:00+00,Unknown,43349,WWTS-2013-0158,T30434810007,220,Active,Test Well,12,Singhas & Michael Corp
-77.61101264,39.25123004,333,,WWIN-2013-0159,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43350,WWIN-2013-0159,T30386580001,800,Active,Individual Water Well,7.5,
-77.54609918,38.96529376,334,,WWIR-2013-0160,W,WWIR,2013,1970/01/01 00:00:00+00,Unknown,43351,WWIR-2013-0160,T30438180001,300,Active,Irrigation Well,171,Valley Drilling
-77.71090486,39.16915127,335,,WWIN-2013-0161,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43352,WWIN-2013-0161,T30435150002,440,Active,Individual Water Well,5,Valley Drilling
-77.58842599,39.17622735,336,,WWTS-2013-0162,W,WWTS,2013,1970/01/01 00:00:00+00,Unknown,43353,WWTS-2013-0162,T30435670003,300,Active,Test Well,6,Singhas & Michael Corp
-77.59274153,38.98078791,337,,WWIN-2013-0163,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43354,WWIN-2013-0163,T30413290001,280,Active,Individual Water Well,30,Groundwater Systems Inc.
-77.69795911,39.09018909,338,,WWIN-2013-0164,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43355,WWIN-2013-0164,T30442020001,600,Active,Individual Water Well,1.5,Valley Drilling
-77.62109339,39.19178644,339,,WWIN-2013-0165,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43356,WWIN-2013-0165,T20420130001,520,Active,Individual Water Well,5,Singhas & Michael Corp
-77.54567582,39.22239113,340,,WWIN-2013-0166,W,WWIN,2013,1970/01/01 00:00:00+00,Active,43357,WWIN-2013-0166,T30441220001,360,Active,Individual Water Well,5.5,Ritter Well Drilling
-77.64572313,39.17581189,341,,WWIN-2013-0167,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43358,WWIN-2013-0167,T30409810001,440,Active,Individual Water Well,6,Singhas & Michael Corp
-77.64527034,39.17507991,342,,WWIN-2013-0168,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43359,WWIN-2013-0168,T30409800001,340,Active,Individual Water Well,75,Singhas & Michael Corp
-77.74090724,39.14227783,343,,WWHP-2013-0169,W,WWHP,2013,1970/01/01 00:00:00+00,Unknown,43360,WWHP-2013-0169,T30407080003,250,Abandoned,Heat Pump Well,,Valley Drilling
-77.57647781,39.0198046,344,,WWUN-1997-0472,W,WWUN,1997,1970/01/01 00:00:00+00,Unknown,43361,WWUN-1997-0472,488 WAB 1997,31,Abandoned,Unknown Well Type,,Runyon Well Drilling & Pump
-77.67763514,39.29015195,345,,WWIN-2013-0170,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43362,WWIN-2013-0170,T30430910001,305,Active,Individual Water Well,20,Phillips & Son Drilling Inc.
-77.72569574,39.14811703,346,,WWDH-2003-0499,W,WWDH,2003,1970/01/01 00:00:00+00,Unknown,43363,WWDH-2003-0499,T30187640001,800,Abandoned,Dry Hole,,Singhas & Michael Corp
-77.58303913,39.17228868,347,,WWTS-2013-0171,W,WWTS,2013,1970/01/01 00:00:00+00,Unknown,43364,WWTS-2013-0171,T30435670006,300,Active,Test Well,40,Singhas & Michael Corp
-77.58416814,39.17648519,348,,WWTS-2013-0172,W,WWTS,2013,1970/01/01 00:00:00+00,Unknown,43365,WWTS-2013-0172,T30435670001,400,Active,Test Well,25,Singhas & Michael Corp
-77.58280836,39.17516789,349,,WWTS-2013-0173,W,WWTS,2013,1970/01/01 00:00:00+00,Abandoned,43366,WWTS-2013-0173,T30435670002,700,Abandoned,Test Well,19,Singhas & Michael Corp
-77.37469228,39.05486035,350,,WWIN-2013-0174,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43367,WWIN-2013-0174,10182013,200,Active,Individual Water Well,20,Northern Virginia  Drilling
-77.61603582,39.12627721,351,,WWIN-2013-0175,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43368,WWIN-2013-0175,T30439660002,600,Active,Individual Water Well,5,Valley Drilling
-77.71944724,39.16155832,352,,WWIN-2013-0176,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43369,WWIN-2013-0176,T30425240002,320,Active,Individual Water Well,20,Northern Virginia  Drilling
-77.76043838,39.10630038,353,,WWIN-2013-0177,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43370,WWIN-2013-0177,T30446790003,600,Active,Individual Water Well,5,Singhas & Michael Corp
-77.4569055,39.06423696,354,,WWIN-2013-0178,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43371,WWIN-2013-0178,T30450890001,260,Active,Individual Water Well,20,Valley Drilling
-77.60830088,38.99090658,355,,WWIR-2013-0179,W,WWIR,2013,1970/01/01 00:00:00+00,Unknown,43372,WWIR-2013-0179,T3044681001,360,Active,Irrigation Well,18,Ritter Well Drilling
-77.45464884,39.06927094,356,,WWIN-2013-0180,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43373,WWIN-2013-0180,T20406030001,280,Active,Individual Water Well,27,Singhas & Michael Corp
-77.53643552,38.96264194,357,,WWHP-2012-0155,W,WWHP,2012,1970/01/01 00:00:00+00,Unknown,43374,WWHP-2012-0155,T10243440001,300,Abandoned,Heat Pump Well,,Northern Virginia  Drilling
-77.68617809,39.21107307,358,,WWIN-2013-0181,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43375,WWIN-2013-0181,T30298610001,600,Active,Individual Water Well,3,Ritter Well Drilling
-77.73678365,39.01213566,359,,WWIN-2013-0182,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43376,WWIN-2013-0182,T30306000002,500,Active,Individual Water Well,15,Valley Drilling
-77.55712095,38.93597184,360,,WWHP-2013-0183,W,WWHP,2013,1970/01/01 00:00:00+00,Unknown,43377,WWHP-2013-0183,T30314840001,300,Abandoned,Heat Pump Well,,Northern Virginia  Drilling
-77.68830472,39.02216601,361,,WWNC-2005-0950,W,WWNC,2005,1970/01/01 00:00:00+00,Unknown,43378,WWNC-2005-0950,T40196050001,460,Active,Non-community Water Well,75,Valley Drilling
-77.68872395,39.02130133,362,,WWNC-2005-0951,W,WWNC,2005,1970/01/01 00:00:00+00,Unknown,43379,WWNC-2005-0951,T4024450001,800,Active,Non-community Water Well,1,Valley Drilling
-77.79026826,39.00722603,363,,WWIN-2013-0184,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43380,WWIN-2013-0184,T30394860002,170,Active,Individual Water Well,50,Singhas & Michael Corp
-77.79006193,39.00750046,364,,WWIN-2013-0185,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43381,WWIN-2013-0185,T30394860001,500,Active,Individual Water Well,30,Singhas & Michael Corp
-77.79046855,39.00695624,365,,WWIN-2013-0186,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43382,WWIN-2013-0186,T30394860003,240,Active,Individual Water Well,100,Singhas & Michael Corp
-77.65763444,39.19966403,366,,WWIN-2013-0187,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43383,WWIN-2013-0187,T30328240001,640,Active,Individual Water Well,5,Singhas & Michael Corp
-77.59299573,39.01121902,367,,WWIN-2009-0099,W,WWIN,2009,1970/01/01 00:00:00+00,Unknown,43384,WWIN-2009-0099,T90133620001,240,Active,Individual Water Well,35,Ritter Well Drilling
-77.79016876,39.13838344,368,,WWIN-2010-0161,W,WWIN,2010,1970/01/01 00:00:00+00,Unknown,43385,WWIN-2010-0161,T00086400001,400,Active,Individual Water Well,6,Groundwater Systems Inc.
-77.65952319,39.20280488,369,,WWIN-2013-0188,W,WWIN,2013,1970/01/01 00:00:00+00,Unknown,43386,WWIN-2013-0188,T30328150001,1400,Active,Individual Water Well,2,Singhas & Michael Corp
-77.60988759,39.11957274,370,,WWIN-2015-0174,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43942,WWIN-2015-0174,T50382430001,370,Active,Individual Water Well,30,Northern Virginia  Drilling
-77.45214992,39.02335202,371,,WWOB-2015-0175,W,WWOB,2015,1970/01/01 00:00:00+00,Unknown,43943,WWOB-2015-0175,T50452180001,200,Active,Observation Well,6,Valley Drilling
-77.44925914,39.02392713,372,,WWOB-2015-0176,W,WWOB,2015,1970/01/01 00:00:00+00,Unknown,43944,WWOB-2015-0176,T50452230002,300,Active,Observation Well,15,Valley Drilling
-77.45065812,39.02437818,373,,WWID-2015-0177,W,WWID,2015,1970/01/01 00:00:00+00,Unknown,43945,WWID-2015-0177,T5042230001,500,Active,Industrial Water Well,150,Valley Drilling
-77.76709911,39.19891996,374,,WWHP-2015-0178,W,WWHP,2015,1970/01/01 00:00:00+00,Unknown,43946,WWHP-2015-0178,T50463120001,88,Abandoned,Heat Pump Well,,Northern Virginia  Drilling
-77.67682638,39.14308103,375,,WWIN-2015-0179,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43947,WWIN-2015-0179,T50452850001,640,Active,Individual Water Well,6,Singhas & Michael Corp
-77.82094801,39.02615449,376,,WWIN-2015-0180,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43948,WWIN-2015-0180,T50431090001,640,Active,Individual Water Well,2,Singhas & Michael Corp
-77.39459202,39.02344673,377,,WWIR-2015-0181,W,WWIR,2015,1970/01/01 00:00:00+00,Unknown,43949,WWIR-2015-0181,T50442270001,380,Active,Irrigation Well,100,Valley Drilling
-77.62110048,38.94800154,378,,WWIN-2015-0182,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43950,WWIN-2015-0182,T50447990001,400,Active,Individual Water Well,8,Valley Drilling
-77.59995037,38.97838255,379,,WWIN-2015-0183,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43951,WWIN-2015-0183,T50468820001,400,Active,Individual Water Well,6,Groundwater Systems Inc.
-77.66951856,39.25662455,380,,WWIN-2015-0184,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43952,WWIN-2015-0184,T50463050002,260,Active,Individual Water Well,30,Singhas & Michael Corp
-77.70370404,38.97426292,381,,WWDU-1111-0465,W,WWDU,1111,1970/01/01 00:00:00+00,Unknown,43953,WWDU-1111-0465,T50467590003,,Abandoned,Hand Dug Well,,
-77.61737607,39.12453398,382,,WWDH-2015-0185,W,WWDH,2015,1970/01/01 00:00:00+00,Abandoned,43954,WWDH-2015-0185,T50464540001,,Abandoned,Dry Hole,,Valley Drilling
-77.6913809,39.01101674,383,,WWDH-2015-0186,W,WWDH,2015,1970/01/01 00:00:00+00,Unknown,43955,WWDH-2015-0186,T50442760002,,Abandoned,Dry Hole,,Singhas & Michael Corp
-77.56209447,39.24644635,384,,WWDH-2015-0187,W,WWDH,2015,1970/01/01 00:00:00+00,Unknown,43956,WWDH-2015-0187,T50416190002,1000,Abandoned,Dry Hole,0,Singhas & Michael Corp
-77.56151461,39.24648821,385,,WWIN-2015-0188,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43957,WWIN-2015-0188,T50416190003,640,Active,Individual Water Well,1.5,Singhas & Michael Corp
-77.56554032,39.02738774,386,,WWIR-2001-0942,W,WWIR,2001,1970/01/01 00:00:00+00,Unknown,43958,WWIR-2001-0942,T50313120001,365,Active,Irrigation Well,180,Singhas & Michael Corp
-77.50513106,39.02566795,387,,WWIR-2015-0189,W,WWIR,2015,1970/01/01 00:00:00+00,Unknown,43959,WWIR-2015-0189,T50448030001,400,Active,Irrigation Well,20,Groundwater Systems Inc.
-77.48695941,39.09034875,388,,WWIR-2015-0190,W,WWIR,2015,1970/01/01 00:00:00+00,Unknown,43960,WWIR-2015-0190,T50458200001,600,Active,Irrigation Well,30,Valley Drilling
-77.61523367,39.25428067,389,,WWIN-2004-0743,W,WWIN,2004,1970/01/01 00:00:00+00,Active,43961,WWIN-2004-0743,T30169270001,500,Unknown,Individual Water Well,8.5,Valley Drilling
-77.58165548,39.18570742,390,,WWIN-2007-0287,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,43962,WWIN-2007-0287,T70166500001,350,Active,Individual Water Well,8,Shaff's Well Drilling
-77.49458588,38.92336075,391,,WWIR-2015-0191,W,WWIR,2015,1970/01/01 00:00:00+00,Unknown,43963,WWIR-2015-0191,T50463410001,620,Active,Irrigation Well,8,Valley Drilling
-77.63220703,39.01758235,392,,WWSP-1111-0466,W,WWSP,1111,1970/01/01 00:00:00+00,Unknown,43964,WWSP-1111-0466,,,Unknown,Spring,,
-77.75067876,39.09798238,393,,WWIN-2005-0954,W,WWIN,2005,1970/01/01 00:00:00+00,Unknown,43965,WWIN-2005-0954,T50091080002,400,Active,Individual Water Well,20,Valley Drilling
-77.65272134,39.13888174,394,,WWIN-2016-0001,W,WWIN,2016,1970/01/01 00:00:00+00,Unknown,43966,WWIN-2016-0001,T50492940002,340,Active,Individual Water Well,5.5,Singhas & Michael Corp
-77.51802479,39.20185847,395,,WWHP-2015-0192,W,WWHP,2015,1970/01/01 00:00:00+00,Abandoned,43967,WWHP-2015-0192,T50446960001,350,Abandoned,Heat Pump Well,,Northern Virginia  Drilling
-77.61909686,39.1300014,396,,WWIN-2015-0193,W,WWIN,2015,1970/01/01 00:00:00+00,Active,43968,WWIN-2015-0193,T50335260004,840,Active,Individual Water Well,5.5,Singhas & Michael Corp
-77.63526624,39.05073929,397,,WWIN-2015-0194,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43969,WWIN-2015-0194,T50459750001,400,Active,Individual Water Well,20,Singhas & Michael Corp
-77.5191599,39.19460342,398,,WWIN-2015-0195,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43970,WWIN-2015-0195,T50450200002,380,Active,Individual Water Well,15,Singhas & Michael Corp
-77.80955886,39.14077918,399,,WWIN-2015-0196,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43971,WWIN-2015-0196,T50473870001,380,Active,Individual Water Well,2,Singhas & Michael Corp
-77.65602714,39.12892759,400,,WWHP-2015-0197,W,WWHP,2015,1970/01/01 00:00:00+00,Unknown,43972,WWHP-2015-0197,T50471640001,400,Abandoned,Heat Pump Well,,"Connelly & Associates, Inc."
-77.52371299,39.21433925,401,,WWIN-2016-0002,W,WWIN,2016,1970/01/01 00:00:00+00,Unknown,43973,WWIN-2016-0002,T50320790001,500,Active,Individual Water Well,15,Valley Drilling
-77.42904259,39.04651418,402,,WWIN-2000-0977,W,WWIN,2000,1970/01/01 00:00:00+00,Unknown,43974,WWIN-2000-0977,1622 FW 1999,255,Active,Individual Water Well,20,Runyon Well Drilling & Pump
-77.5940408,39.11144264,403,,WWDU-1111-0467,W,WWDU,1111,1970/01/01 00:00:00+00,Unknown,43975,WWDU-1111-0467,,,Abandoned,Hand Dug Well,,
-77.54419944,39.21957253,404,,WWIN-2005-0955,W,WWIN,2005,1970/01/01 00:00:00+00,Unknown,43976,WWIN-2005-0955,T50073230002,130,Active,Individual Water Well,40,Valley Drilling
-77.61803443,39.1304048,405,,WWIN-2015-0199,W,WWIN,2015,1970/01/01 00:00:00+00,Active,43978,WWIN-2015-0199,T50335260006,340,Active,Individual Water Well,15,Singhas & Michael Corp
-77.77430098,39.08873057,406,,WWIN-2016-0003,W,WWIN,2016,1970/01/01 00:00:00+00,Active,43979,WWIN-2016-0003,T50482790004,640,Active,Individual Water Well,5,Singhas & Michael Corp
-77.69860348,39.11611954,407,,WWIN-2016-0004,W,WWIN,2016,1970/01/01 00:00:00+00,Active,43980,WWIN-2016-0004,T50490950001,260,Active,Individual Water Well,20,Singhas & Michael Corp
-77.57459673,39.07396267,408,,WWIN-2015-0200,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43981,WWIN-2015-0200,T50485440001,180,Active,Individual Water Well,60,Ritter Well Drilling
-77.61897723,39.13001524,409,,WWIN-2015-0201,W,WWIN,2015,1970/01/01 00:00:00+00,Unknown,43982,WWIN-2015-0201,T50335260005,860,Active,Individual Water Well,5,Singhas & Michael Corp
-77.72417225,39.12625175,410,,WWIN-2016-0005,W,WWIN,2016,1970/01/01 00:00:00+00,Unknown,43983,WWIN-2016-0005,T50491740002,800,Active,Individual Water Well,2,Singhas & Michael Corp
-77.43002883,39.06593298,411,,WWIN-1989-0891,W,WWIN,1989,1970/01/01 00:00:00+00,Unknown,43984,WWIN-1989-0891,260 FSW 1989,200,Active,Individual Water Well,60,Runyon Well Drilling & Pump
-77.57671996,39.0725396,412,,WWIN-2016-0006,W,WWIN,2016,1970/01/01 00:00:00+00,Active,43985,WWIN-2016-0006,T50485450001,660,Active,Individual Water Well,10,Ritter Well Drilling
-77.78391615,39.00447081,413,,WWUN-1111-0587,W,WWUN,1111,1970/01/01 00:00:00+00,Active,45188,WWUN-1111-0587,,,Active,Unknown Well Type,,
-77.58299526,39.06995884,414,,WWIN-2020-0062,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45189,WWIN-2020-0062,T00338120001,620,Active,Individual Water Well,60,Ritter Well Drilling
-77.698761,39.00767972,415,,WWIN-2020-0063,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45190,WWIN-2020-0063,T00329530001,800,Active,Individual Water Well,1,Singhas & Michael Corp
-77.60614561,38.98543887,416,,WWIN-2020-0064,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45191,WWIN-2020-0064,T00338170002,500,Active,Individual Water Well,50,Valley Drilling
-77.58852958,39.07175929,417,,WWIN-2020-0065,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45192,WWIN-2020-0065,T00303280002,200,Active,Individual Water Well,100,Ritter Well Drilling
-77.76430419,39.07810113,418,,WWIN-2020-0066,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45193,WWIN-2020-0066,T00349460001,600,Active,Individual Water Well,2,Valley Drilling
-77.71761569,38.96576039,419,,WWIN-2020-0067,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45194,WWIN-2020-0067,T00240200001,300,Active,Individual Water Well,15,Singhas & Michael Corp
-77.55057664,39.03701901,420,,WWHP-2020-0068,W,WWHP,2020,1970/01/01 00:00:00+00,Abandoned,45195,WWHP-2020-0068,T00292610002,350,Abandoned,Heat Pump Well,,Northern Virginia  Drilling
-77.66643002,39.27026574,421,,WWIN-2020-0069,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45196,WWIN-2020-0069,T00331060002,700,Active,Individual Water Well,0.5,Phillips & Son Drilling Inc.
-77.51943158,38.94820857,422,,WWID-2019-0225,W,WWID,2019,1970/01/01 00:00:00+00,Active,45197,WWID-2019-0225,T90220480001,500,Active,Industrial Water Well,200,Valley Drilling
-77.71275331,39.18130703,423,,WWIN-2020-0070,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45198,WWIN-2020-0070,T00263760001,400,Active,Individual Water Well,3,Singhas & Michael Corp
-77.3969482,39.02229551,424,,WWUN-1111-0588,W,WWUN,1111,1970/01/01 00:00:00+00,Abandoned,45199,WWUN-1111-0588,,,Abandoned,Unknown Well Type,,
-77.72602498,39.26132462,425,,WWIN-2020-0071,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45200,WWIN-2020-0071,T00358210002,600,Active,Individual Water Well,5,Singhas & Michael Corp
-77.647009,39.07826485,426,,WWIN-2020-0072,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45201,WWIN-2020-0072,T00319270001,500,Active,Individual Water Well,30,Valley Drilling
-77.51730036,38.88493614,427,,WWUN-1111-0589,W,WWUN,1111,1970/01/01 00:00:00+00,Abandoned,45202,WWUN-1111-0589,,,Abandoned,Unknown Well Type,,
-77.78789928,39.03650138,428,,WWIN-2020-0073,W,WWIN,2020,1970/01/01 00:00:00+00,Active,45203,WWIN-2020-0073,T90367950001,540,Active,Individual Water Well,5,Singhas & Michael Corp
